airlines,Date,Month,Year,Weekday,Dep_Time,Ar_Time,depr_Citie,Ar_Citie,Travel_Time,Airline_Cabin,no_stops,Price,timestamp,avg_Price,min_Price
Air India,20,4,2022,2,17:00,23:35,jaipur,chennai,6h 35m,E,1 stop,4107,20211229-2225,10036.2,4079
AirAsia India,20,4,2022,2,20:10,22:50,jaipur,chennai,2h 40m,E,direct,4114,20211229-2225,10036.2,4079
Air India,20,4,2022,2,07:35,23:35,jaipur,chennai,16h 00m,E,1 stop,4122,20211229-2225,10036.2,4079
Air India,20,4,2022,2,20:35,23:35,jaipur,chennai,27h 00m,E,1 stop,4316,20211229-2225,10036.2,4079
IndiGo,20,4,2022,2,14:15,00:25,jaipur,chennai,10h 10m,E,2 stops,4347,20211229-2225,10036.2,4079
IndiGo,20,4,2022,2,09:55,12:35,jaipur,chennai,2h 40m,E,direct,4347,20211229-2225,10036.2,4079
IndiGo,20,4,2022,2,14:10,20:20,jaipur,chennai,6h 10m,E,1 stop,4356,20211229-2225,10036.2,4079
IndiGo,20,4,2022,2,19:50,02:05,jaipur,chennai,6h 15m,E,1 stop,4645,20211229-2225,10036.2,4079
IndiGo,20,4,2022,2,14:10,21:40,jaipur,chennai,7h 30m,E,1 stop,90930,20211229-2225,10036.2,4079
IndiGo,20,4,2022,2,07:35,15:40,jaipur,chennai,8h 05m,E,1 stop,4079,20211229-2225,10036.2,4079
IndiGo,20,4,2022,2,06:05,17:30,jaipur,chennai,11h 25m,E,2 stops,4175,20211229-2225,10036.2,4079
IndiGo,20,4,2022,2,14:10,23:20,jaipur,chennai,9h 10m,E,1 stop,4180,20211229-2225,10036.2,4079
IndiGo,20,4,2022,2,07:35,19:15,jaipur,chennai,11h 40m,E,1 stop,4180,20211229-2225,10036.2,4079
IndiGo,20,4,2022,2,14:10,02:05,jaipur,chennai,11h 55m,E,1 stop,4230,20211229-2225,10036.2,4079
GoFirst,20,4,2022,2,08:10,20:40,jaipur,chennai,12h 30m,E,1 stop,4415,20211229-2225,10036.2,4079
