airlines,Date,Month,Year,Weekday,Dep_Time,Ar_Time,depr_Citie,Ar_Citie,Travel_Time,Airline_Cabin,no_stops,Price,timestamp,avg_Price,min_Price
IndiGo,25,1,2022,1,09:55,12:25,jaipur,chennai,2h 30m,E,direct,3943,20211229-2114,4468.8,3943
IndiGo,25,1,2022,1,09:55,12:25,jaipur,chennai,2h 30m,E,direct,3958,20211229-2114,4468.8,3943
IndiGo,25,1,2022,1,14:20,20:25,jaipur,chennai,6h 05m,E,1 stop,3958,20211229-2114,4468.8,3943
IndiGo,25,1,2022,1,14:20,20:25,jaipur,chennai,6h 05m,E,1 stop,4009,20211229-2114,4468.8,3943
IndiGo,25,1,2022,1,19:30,01:55,jaipur,chennai,6h 25m,E,1 stop,4011,20211229-2114,4468.8,3943
SpiceJet,25,1,2022,1,19:30,01:55,jaipur,chennai,6h 25m,E,1 stop,4040,20211229-2114,4468.8,3943
"SpiceJet, Vistara",25,1,2022,1,14:20,21:45,jaipur,chennai,7h 25m,E,1 stop,4087,20211229-2114,4468.8,3943
GoFirst,25,1,2022,1,14:20,21:45,jaipur,chennai,7h 25m,E,1 stop,4245,20211229-2114,4468.8,3943
AirAsia India,25,1,2022,1,14:20,01:55,jaipur,chennai,11h 35m,E,1 stop,4249,20211229-2114,4468.8,3943
IndiGo,25,1,2022,1,14:20,01:55,jaipur,chennai,11h 35m,E,1 stop,4623,20211229-2114,4468.8,3943
SpiceJet,25,1,2022,1,22:15,08:00,jaipur,chennai,9h 45m,E,1 stop,5108,20211229-2114,4468.8,3943
SpiceJet,25,1,2022,1,22:15,08:00,jaipur,chennai,9h 45m,E,1 stop,5128,20211229-2114,4468.8,3943
SpiceJet,25,1,2022,1,08:30,19:55,jaipur,chennai,11h 25m,E,1 stop,5128,20211229-2114,4468.8,3943
"AirAsia India, SpiceJet",25,1,2022,1,08:30,19:55,jaipur,chennai,11h 25m,E,1 stop,5248,20211229-2114,4468.8,3943
IndiGo,25,1,2022,1,21:45,07:40,jaipur,chennai,9h 55m,E,1 stop,5297,20211229-2114,4468.8,3943
