airlines,Date,Month,Year,Weekday,Dep_Time,Ar_Time,depr_Citie,Ar_Citie,Travel_Time,Airline_Cabin,no_stops,Price,timestamp,avg_Price,min_Price
IndiGo,7,2,2022,0,22:25,07:40,jaipur,chennai,9h 15m,E,1 stop,3238,20211229-2125,3659.3333333333335,3238
Air India,7,2,2022,0,22:25,07:40,jaipur,chennai,9h 15m,E,1 stop,3238,20211229-2125,3659.3333333333335,3238
Air India,7,2,2022,0,19:35,08:55,jaipur,chennai,13h 20m,E,1 stop,3238,20211229-2125,3659.3333333333335,3238
IndiGo,7,2,2022,0,19:35,08:55,jaipur,chennai,13h 20m,E,1 stop,3369,20211229-2125,3659.3333333333335,3238
IndiGo,7,2,2022,0,19:35,12:40,jaipur,chennai,17h 05m,E,1 stop,3382,20211229-2125,3659.3333333333335,3238
GoFirst,7,2,2022,0,19:35,12:40,jaipur,chennai,17h 05m,E,1 stop,3587,20211229-2125,3659.3333333333335,3238
GoFirst,7,2,2022,0,06:20,12:30,jaipur,chennai,6h 10m,E,1 stop,3587,20211229-2125,3659.3333333333335,3238
SpiceJet,7,2,2022,0,06:20,12:30,jaipur,chennai,6h 10m,E,1 stop,3820,20211229-2125,3659.3333333333335,3238
SpiceJet,7,2,2022,0,06:20,17:10,jaipur,chennai,10h 50m,E,1 stop,3820,20211229-2125,3659.3333333333335,3238
IndiGo,7,2,2022,0,06:20,17:10,jaipur,chennai,10h 50m,E,1 stop,3875,20211229-2125,3659.3333333333335,3238
IndiGo,7,2,2022,0,21:45,07:40,jaipur,chennai,9h 55m,E,1 stop,3919,20211229-2125,3659.3333333333335,3238
IndiGo,7,2,2022,0,21:45,07:40,jaipur,chennai,9h 55m,E,1 stop,3931,20211229-2125,3659.3333333333335,3238
IndiGo,7,2,2022,0,08:45,22:20,jaipur,chennai,13h 35m,E,1 stop,3958,20211229-2125,3659.3333333333335,3238
IndiGo,7,2,2022,0,08:45,22:20,jaipur,chennai,13h 35m,E,1 stop,3964,20211229-2125,3659.3333333333335,3238
IndiGo,7,2,2022,0,09:40,21:45,jaipur,chennai,12h 05m,E,1 stop,3964,20211229-2125,3659.3333333333335,3238
