airlines,Date,Month,Year,Weekday,Dep_Time,Ar_Time,depr_Citie,Ar_Citie,Travel_Time,Airline_Cabin,no_stops,Price,timestamp,avg_Price,min_Price
IndiGo,6,1,2022,3,09:55,12:25,jaipur,chennai,2h 30m,E,direct,4396,20211229-2006,6745.466666666666,4396
AirAsia India,6,1,2022,3,09:55,12:25,jaipur,chennai,2h 30m,E,direct,6545,20211229-2006,6745.466666666666,4396
SpiceJet,6,1,2022,3,12:25,15:25,jaipur,chennai,3h 00m,E,direct,6598,20211229-2006,6745.466666666666,4396
SpiceJet,6,1,2022,3,12:25,15:25,jaipur,chennai,3h 00m,E,direct,6598,20211229-2006,6745.466666666666,4396
SpiceJet,6,1,2022,3,22:15,08:00,jaipur,chennai,9h 45m,E,1 stop,6598,20211229-2006,6745.466666666666,4396
SpiceJet,6,1,2022,3,22:15,08:00,jaipur,chennai,9h 45m,E,1 stop,6598,20211229-2006,6745.466666666666,4396
SpiceJet,6,1,2022,3,09:40,21:45,jaipur,chennai,12h 05m,E,1 stop,6598,20211229-2006,6745.466666666666,4396
SpiceJet,6,1,2022,3,09:40,21:45,jaipur,chennai,12h 05m,E,1 stop,6598,20211229-2006,6745.466666666666,4396
IndiGo,6,1,2022,3,08:30,21:20,jaipur,chennai,12h 50m,E,1 stop,7198,20211229-2006,6745.466666666666,4396
IndiGo,6,1,2022,3,08:30,21:20,jaipur,chennai,12h 50m,E,1 stop,7198,20211229-2006,6745.466666666666,4396
IndiGo,6,1,2022,3,22:15,21:20,jaipur,chennai,23h 05m,E,1 stop,7198,20211229-2006,6745.466666666666,4396
IndiGo,6,1,2022,3,22:15,21:20,jaipur,chennai,23h 05m,E,1 stop,7198,20211229-2006,6745.466666666666,4396
IndiGo,6,1,2022,3,09:40,09:10,jaipur,chennai,23h 30m,E,1 stop,7287,20211229-2006,6745.466666666666,4396
IndiGo,6,1,2022,3,09:40,09:10,jaipur,chennai,23h 30m,E,1 stop,7287,20211229-2006,6745.466666666666,4396
IndiGo,6,1,2022,3,08:30,08:00,jaipur,chennai,23h 30m,E,1 stop,7287,20211229-2006,6745.466666666666,4396
