airlines,Date,Month,Year,Weekday,Dep_Time,Ar_Time,depr_Citie,Ar_Citie,Travel_Time,Airline_Cabin,no_stops,Price,timestamp,avg_Price,min_Price
IndiGo,13,4,2022,2,22:25,06:20,jaipur,Bengaluru,7h 55m,E,1 stop,3029,20211230-1514,3608.2,3016
IndiGo,13,4,2022,2,12:00,14:25,jaipur,Bengaluru,2h 25m,E,direct,3031,20211230-1514,3608.2,3016
IndiGo,13,4,2022,2,05:30,08:00,jaipur,Bengaluru,2h 30m,E,direct,3241,20211230-1514,3608.2,3016
IndiGo,13,4,2022,2,22:20,00:50,jaipur,Bengaluru,2h 30m,E,direct,3264,20211230-1514,3608.2,3016
IndiGo,13,4,2022,2,18:30,21:10,jaipur,Bengaluru,2h 40m,E,direct,3315,20211230-1514,3608.2,3016
GoFirst,13,4,2022,2,12:45,15:15,jaipur,Bengaluru,2h 30m,E,direct,4519,20211230-1514,3608.2,3016
IndiGo,13,4,2022,2,14:15,18:55,jaipur,Bengaluru,4h 40m,E,1 stop,5042,20211230-1514,3608.2,3016
IndiGo,13,4,2022,2,19:05,00:05,jaipur,Bengaluru,5h 00m,E,1 stop,3016,20211230-1514,3608.2,3016
IndiGo,13,4,2022,2,06:05,11:15,jaipur,Bengaluru,5h 10m,E,1 stop,3525,20211230-1514,3608.2,3016
IndiGo,13,4,2022,2,09:55,15:30,jaipur,Bengaluru,5h 35m,E,1 stop,3539,20211230-1514,3608.2,3016
IndiGo,13,4,2022,2,19:50,01:35,jaipur,Bengaluru,5h 45m,E,1 stop,3539,20211230-1514,3608.2,3016
IndiGo,13,4,2022,2,19:05,01:30,jaipur,Bengaluru,6h 25m,E,1 stop,3689,20211230-1514,3608.2,3016
IndiGo,13,4,2022,2,14:15,21:05,jaipur,Bengaluru,6h 50m,E,1 stop,3749,20211230-1514,3608.2,3016
IndiGo,13,4,2022,2,14:10,21:15,jaipur,Bengaluru,7h 05m,E,1 stop,3772,20211230-1514,3608.2,3016
IndiGo,13,4,2022,2,07:35,14:45,jaipur,Bengaluru,7h 10m,E,1 stop,3853,20211230-1514,3608.2,3016
