airlines,Date,Month,Year,Weekday,Dep_Time,Ar_Time,depr_Citie,Ar_Citie,Travel_Time,Airline_Cabin,no_stops,Price,timestamp,avg_Price,min_Price
Air India,18,3,2022,4,10:15,12:50,jaipur,Bengaluru,2h 35m,E,direct,3126,20211230-1453,9259.2,3126
IndiGo,18,3,2022,4,18:30,21:05,jaipur,Bengaluru,2h 35m,E,direct,3460,20211230-1453,9259.2,3126
IndiGo,18,3,2022,4,05:15,07:50,jaipur,Bengaluru,2h 35m,E,direct,3490,20211230-1453,9259.2,3126
IndiGo,18,3,2022,4,12:00,14:35,jaipur,Bengaluru,2h 35m,E,direct,3495,20211230-1453,9259.2,3126
IndiGo,18,3,2022,4,22:20,01:00,jaipur,Bengaluru,2h 40m,E,direct,3495,20211230-1453,9259.2,3126
IndiGo,18,3,2022,4,14:10,20:55,jaipur,Bengaluru,6h 45m,E,1 stop,3503,20211230-1453,9259.2,3126
AirAsia India,18,3,2022,4,11:50,15:30,jaipur,Bengaluru,3h 40m,E,1 stop,3533,20211230-1453,9259.2,3126
AirAsia India,18,3,2022,4,10:25,14:45,jaipur,Bengaluru,4h 20m,E,1 stop,3691,20211230-1453,9259.2,3126
GoFirst,18,3,2022,4,21:30,00:00,jaipur,Bengaluru,2h 30m,E,direct,3731,20211230-1453,9259.2,3126
AirAsia India,18,3,2022,4,11:50,15:30,jaipur,Bengaluru,3h 40m,E,direct,3857,20211230-1453,9259.2,3126
AirAsia India,18,3,2022,4,10:25,14:45,jaipur,Bengaluru,4h 20m,E,direct,89778,20211230-1453,9259.2,3126
Air India,18,3,2022,4,14:00,11:10,jaipur,Bengaluru,21h 10m,E,1 stop,3126,20211230-1453,9259.2,3126
GoFirst,18,3,2022,4,08:45,14:10,jaipur,Bengaluru,5h 25m,E,1 stop,3525,20211230-1453,9259.2,3126
GoFirst,18,3,2022,4,08:45,16:10,jaipur,Bengaluru,7h 25m,E,1 stop,3539,20211230-1453,9259.2,3126
GoFirst,18,3,2022,4,21:45,07:40,jaipur,Bengaluru,9h 55m,E,1 stop,3539,20211230-1453,9259.2,3126
