airlines,Date,Month,Year,Weekday,Dep_Time,Ar_Time,depr_Citie,Ar_Citie,Travel_Time,Airline_Cabin,no_stops,Price,timestamp,avg_Price,min_Price
Air India,27,3,2022,6,07:35,08:30,jaipur,new delhi,0h 55m,E,direct,1772,20211230-1001,7696.933333333333,1772
Air India,27,3,2022,6,20:35,21:35,jaipur,new delhi,1h 00m,E,direct,1896,20211230-1001,7696.933333333333,1772
Air India,27,3,2022,6,17:00,18:00,jaipur,new delhi,1h 00m,E,direct,1909,20211230-1001,7696.933333333333,1772
IndiGo,27,3,2022,6,07:35,08:35,jaipur,new delhi,1h 00m,E,direct,1937,20211230-1001,7696.933333333333,1772
IndiGo,27,3,2022,6,21:30,22:35,jaipur,new delhi,1h 05m,E,direct,1955,20211230-1001,7696.933333333333,1772
IndiGo,27,3,2022,6,14:10,15:15,jaipur,new delhi,1h 05m,E,direct,2054,20211230-1001,7696.933333333333,1772
IndiGo,27,3,2022,6,19:50,20:55,jaipur,new delhi,1h 05m,E,direct,2070,20211230-1001,7696.933333333333,1772
AirAsia India,27,3,2022,6,23:50,01:00,jaipur,new delhi,1h 10m,E,direct,2070,20211230-1001,7696.933333333333,1772
Air India,27,3,2022,6,08:40,09:40,jaipur,new delhi,1h 00m,E,direct,2101,20211230-1001,7696.933333333333,1772
GoFirst,27,3,2022,6,08:10,14:20,jaipur,new delhi,6h 10m,E,1 stop,2141,20211230-1001,7696.933333333333,1772
GoFirst,27,3,2022,6,18:45,01:10,jaipur,new delhi,6h 25m,E,1 stop,2187,20211230-1001,7696.933333333333,1772
GoFirst,27,3,2022,6,18:45,01:55,jaipur,new delhi,7h 10m,E,1 stop,87888,20211230-1001,7696.933333333333,1772
GoFirst,27,3,2022,6,08:10,15:55,jaipur,new delhi,7h 45m,E,1 stop,1772,20211230-1001,7696.933333333333,1772
GoFirst,27,3,2022,6,08:10,21:10,jaipur,new delhi,13h 00m,E,1 stop,1772,20211230-1001,7696.933333333333,1772
GoFirst,27,3,2022,6,08:10,22:55,jaipur,new delhi,14h 45m,E,1 stop,1930,20211230-1001,7696.933333333333,1772
