airlines,Date,Month,Year,Weekday,Dep_Time,Ar_Time,depr_Citie,Ar_Citie,Travel_Time,Airline_Cabin,no_stops,Price,timestamp,avg_Price,min_Price
Air India,4,2,2022,4,19:35,20:30,jaipur,new delhi,0h 55m,E,direct,1772,20211230-0901,2025.6,1772
SpiceJet,4,2,2022,4,09:40,10:40,jaipur,new delhi,1h 00m,E,direct,1896,20211230-0901,2025.6,1772
IndiGo,4,2,2022,4,07:40,08:25,jaipur,new delhi,0h 45m,E,direct,1930,20211230-0901,2025.6,1772
IndiGo,4,2,2022,4,19:30,20:25,jaipur,new delhi,0h 55m,E,direct,1937,20211230-0901,2025.6,1772
IndiGo,4,2,2022,4,14:20,15:20,jaipur,new delhi,1h 00m,E,direct,1955,20211230-0901,2025.6,1772
IndiGo,4,2,2022,4,19:45,21:00,jaipur,new delhi,1h 15m,E,direct,2054,20211230-0901,2025.6,1772
AirAsia India,4,2,2022,4,23:50,00:50,jaipur,new delhi,1h 00m,E,direct,2101,20211230-0901,2025.6,1772
GoFirst,4,2,2022,4,11:20,23:30,jaipur,new delhi,12h 10m,E,1 stop,2103,20211230-0901,2025.6,1772
GoFirst,4,2,2022,4,11:20,20:40,jaipur,new delhi,9h 20m,E,1 stop,2137,20211230-0901,2025.6,1772
GoFirst,4,2,2022,4,08:45,14:35,jaipur,new delhi,5h 50m,E,1 stop,2141,20211230-0901,2025.6,1772
GoFirst,4,2,2022,4,08:45,15:45,jaipur,new delhi,7h 00m,E,1 stop,2187,20211230-0901,2025.6,1772
GoFirst,4,2,2022,4,08:45,16:35,jaipur,new delhi,7h 50m,E,1 stop,2457,20211230-0901,2025.6,1772
GoFirst,4,2,2022,4,08:45,18:35,jaipur,new delhi,9h 50m,E,1 stop,1772,20211230-0901,2025.6,1772
GoFirst,4,2,2022,4,08:45,20:10,jaipur,new delhi,11h 25m,E,1 stop,1967,20211230-0901,2025.6,1772
GoFirst,4,2,2022,4,08:45,22:25,jaipur,new delhi,13h 40m,E,1 stop,1975,20211230-0901,2025.6,1772
