airlines,Date,Month,Year,Weekday,Dep_Time,Ar_Time,depr_Citie,Ar_Citie,Travel_Time,Airline_Cabin,no_stops,Price,timestamp,avg_Price,min_Price
Train,6,1,2022,3,03:10,13:15,jaipur,new delhi,10h 05m,E,1 change,462,20211229-2332,3608.6666666666665,462
Train,6,1,2022,3,15:20,23:50,jaipur,new delhi,8h 30m,E,1 change,995,20211229-2332,3608.6666666666665,462
IndiGo,6,1,2022,3,07:40,08:25,jaipur,new delhi,0h 45m,E,direct,3693,20211229-2332,3608.6666666666665,462
IndiGo,6,1,2022,3,19:30,20:25,jaipur,new delhi,0h 55m,E,direct,3744,20211229-2332,3608.6666666666665,462
IndiGo,6,1,2022,3,14:20,15:20,jaipur,new delhi,1h 00m,E,direct,3746,20211229-2332,3608.6666666666665,462
IndiGo,6,1,2022,3,19:45,21:00,jaipur,new delhi,1h 15m,E,direct,3746,20211229-2332,3608.6666666666665,462
Air India,6,1,2022,3,19:35,20:30,jaipur,new delhi,0h 55m,E,direct,3833,20211229-2332,3608.6666666666665,462
SpiceJet,6,1,2022,3,09:40,10:40,jaipur,new delhi,1h 00m,E,direct,3956,20211229-2332,3608.6666666666665,462
Air India,6,1,2022,3,03:45,04:40,jaipur,new delhi,0h 55m,E,direct,3979,20211229-2332,3608.6666666666665,462
Air India,6,1,2022,3,13:30,14:30,jaipur,new delhi,1h 00m,E,direct,4058,20211229-2332,3608.6666666666665,462
AirAsia India,6,1,2022,3,23:50,00:50,jaipur,new delhi,1h 00m,E,direct,5746,20211229-2332,3608.6666666666665,462
GoFirst,6,1,2022,3,11:20,19:15,jaipur,new delhi,7h 55m,E,1 stop,5769,20211229-2332,3608.6666666666665,462
GoFirst,6,1,2022,3,11:20,23:30,jaipur,new delhi,12h 10m,E,1 stop,2966,20211229-2332,3608.6666666666665,462
GoFirst,6,1,2022,3,08:45,15:45,jaipur,new delhi,7h 00m,E,1 stop,3693,20211229-2332,3608.6666666666665,462
GoFirst,6,1,2022,3,08:45,18:00,jaipur,new delhi,9h 15m,E,1 stop,3744,20211229-2332,3608.6666666666665,462
