airlines,Date,Month,Year,Weekday,Dep_Time,Ar_Time,depr_Citie,Ar_Citie,Travel_Time,Airline_Cabin,no_stops,Price,timestamp,avg_Price,min_Price
IndiGo,14,6,2022,1,07:45,16:35,jaipur,mumbai,8h 50m,E,1 stop,2204,20211229-2015,2656.0,2204
IndiGo,14,6,2022,1,07:45,16:35,jaipur,mumbai,8h 50m,E,1 stop,2206,20211229-2015,2656.0,2204
IndiGo,14,6,2022,1,21:05,07:00,jaipur,mumbai,9h 55m,E,1 stop,2206,20211229-2015,2656.0,2204
Air India,14,6,2022,1,21:05,07:00,jaipur,mumbai,9h 55m,E,1 stop,2291,20211229-2015,2656.0,2204
IndiGo,14,6,2022,1,21:05,08:00,jaipur,mumbai,10h 55m,E,1 stop,2334,20211229-2015,2656.0,2204
IndiGo,14,6,2022,1,21:05,08:00,jaipur,mumbai,10h 55m,E,1 stop,2334,20211229-2015,2656.0,2204
SpiceJet,14,6,2022,1,14:00,15:50,jaipur,mumbai,1h 50m,E,direct,2635,20211229-2015,2656.0,2204
AirAsia India,14,6,2022,1,14:00,15:50,jaipur,mumbai,1h 50m,E,direct,2700,20211229-2015,2656.0,2204
AirAsia India,14,6,2022,1,19:05,20:50,jaipur,mumbai,1h 45m,E,direct,2700,20211229-2015,2656.0,2204
GoFirst,14,6,2022,1,19:05,20:50,jaipur,mumbai,1h 45m,E,direct,2738,20211229-2015,2656.0,2204
GoFirst,14,6,2022,1,14:15,16:05,jaipur,mumbai,1h 50m,E,direct,2738,20211229-2015,2656.0,2204
IndiGo,14,6,2022,1,14:15,16:05,jaipur,mumbai,1h 50m,E,direct,2740,20211229-2015,2656.0,2204
SpiceJet,14,6,2022,1,19:20,21:35,jaipur,mumbai,2h 15m,E,direct,2920,20211229-2015,2656.0,2204
GoFirst,14,6,2022,1,19:20,21:35,jaipur,mumbai,2h 15m,E,direct,3547,20211229-2015,2656.0,2204
GoFirst,14,6,2022,1,20:25,22:25,jaipur,mumbai,2h 00m,E,direct,3547,20211229-2015,2656.0,2204
