airlines,Date,Month,Year,Weekday,Dep_Time,Ar_Time,depr_Citie,Ar_Citie,Travel_Time,Airline_Cabin,no_stops,Price,timestamp,avg_Price,min_Price
GoFirst,24,1,2022,0,10:35,12:40,Hyderabad,Jaipur,2h 05m,E,direct,3592,20220106-1641,5585.933333333333,3367
AirAsia India,24,1,2022,0,09:25,11:20,Hyderabad,Jaipur,1h 55m,E,direct,4990,20220106-1641,5585.933333333333,3367
IndiGo,24,1,2022,0,11:35,13:45,Hyderabad,Jaipur,2h 10m,E,direct,5189,20220106-1641,5585.933333333333,3367
IndiGo,24,1,2022,0,20:15,22:35,Hyderabad,Jaipur,2h 20m,E,direct,6131,20220106-1641,5585.933333333333,3367
IndiGo,24,1,2022,0,22:50,08:25,Hyderabad,Jaipur,9h 35m,E,1 stop,6198,20220106-1641,5585.933333333333,3367
IndiGo,24,1,2022,0,21:30,08:25,Hyderabad,Jaipur,10h 55m,E,1 stop,6198,20220106-1641,5585.933333333333,3367
IndiGo,24,1,2022,0,04:30,10:30,Hyderabad,Jaipur,6h 00m,E,1 stop,6227,20220106-1641,5585.933333333333,3367
SpiceJet,24,1,2022,0,21:40,06:05,Hyderabad,Jaipur,8h 25m,E,1 stop,6716,20220106-1641,5585.933333333333,3367
SpiceJet,24,1,2022,0,21:40,20:35,Hyderabad,Jaipur,22h 55m,E,1 stop,7194,20220106-1641,5585.933333333333,3367
IndiGo,24,1,2022,0,15:55,22:50,Hyderabad,Jaipur,6h 55m,E,1 stop,3367,20220106-1641,5585.933333333333,3367
IndiGo,24,1,2022,0,17:45,23:30,Hyderabad,Jaipur,5h 45m,E,1 stop,3457,20220106-1641,5585.933333333333,3367
IndiGo,24,1,2022,0,08:30,18:30,Hyderabad,Jaipur,10h 00m,E,1 stop,6128,20220106-1641,5585.933333333333,3367
"Vistara, Air India",24,1,2022,0,13:25,19:10,Hyderabad,Jaipur,5h 45m,E,1 stop,6134,20220106-1641,5585.933333333333,3367
"Vistara, AirAsia India",24,1,2022,0,17:40,23:20,Hyderabad,Jaipur,5h 40m,E,1 stop,6134,20220106-1641,5585.933333333333,3367
"Vistara, IndiGo",24,1,2022,0,20:35,08:25,Hyderabad,Jaipur,11h 50m,E,1 stop,6134,20220106-1641,5585.933333333333,3367
