airlines,Date,Month,Year,Weekday,Dep_Time,Ar_Time,depr_Citie,Ar_Citie,Travel_Time,Airline_Cabin,no_stops,Price,timestamp,avg_Price,min_Price
GoFirst,3,3,2022,3,10:35,12:40,Hyderabad,Jaipur,2h 05m,E,direct,2713,20220106-1751,2930.266666666667,2668
IndiGo,3,3,2022,3,11:35,13:45,Hyderabad,Jaipur,2h 10m,E,direct,2717,20220106-1751,2930.266666666667,2668
IndiGo,3,3,2022,3,21:55,02:35,Hyderabad,Jaipur,4h 40m,E,1 stop,2867,20220106-1751,2930.266666666667,2668
IndiGo,3,3,2022,3,13:35,18:20,Hyderabad,Jaipur,4h 45m,E,1 stop,2867,20220106-1751,2930.266666666667,2668
IndiGo,3,3,2022,3,13:35,19:00,Hyderabad,Jaipur,5h 25m,E,1 stop,3000,20220106-1751,2930.266666666667,2668
IndiGo,3,3,2022,3,17:45,23:30,Hyderabad,Jaipur,5h 45m,E,1 stop,3984,20220106-1751,2930.266666666667,2668
IndiGo,3,3,2022,3,12:00,18:00,Hyderabad,Jaipur,6h 00m,E,1 stop,2668,20220106-1751,2930.266666666667,2668
IndiGo,3,3,2022,3,15:55,22:50,Hyderabad,Jaipur,6h 55m,E,1 stop,2682,20220106-1751,2930.266666666667,2668
IndiGo,3,3,2022,3,22:25,05:30,Hyderabad,Jaipur,7h 05m,E,1 stop,2717,20220106-1751,2930.266666666667,2668
IndiGo,3,3,2022,3,10:45,18:30,Hyderabad,Jaipur,7h 45m,E,1 stop,2867,20220106-1751,2930.266666666667,2668
IndiGo,3,3,2022,3,15:00,23:30,Hyderabad,Jaipur,8h 30m,E,1 stop,2905,20220106-1751,2930.266666666667,2668
IndiGo,3,3,2022,3,09:15,18:00,Hyderabad,Jaipur,8h 45m,E,1 stop,2967,20220106-1751,2930.266666666667,2668
IndiGo,3,3,2022,3,08:00,17:05,Hyderabad,Jaipur,9h 05m,E,1 stop,2977,20220106-1751,2930.266666666667,2668
IndiGo,3,3,2022,3,09:55,19:00,Hyderabad,Jaipur,9h 05m,E,1 stop,2977,20220106-1751,2930.266666666667,2668
IndiGo,3,3,2022,3,13:40,22:50,Hyderabad,Jaipur,9h 10m,E,1 stop,3046,20220106-1751,2930.266666666667,2668
