airlines,Date,Month,Year,Weekday,Dep_Time,Ar_Time,depr_Citie,Ar_Citie,Travel_Time,Airline_Cabin,no_stops,Price,timestamp,avg_Price,min_Price
SpiceJet,19,1,2022,2,21:40,06:05,Hyderabad,Jaipur,8h 25m,E,1 stop,6051,20220106-1635,6420.666666666667,5741
SpiceJet,19,1,2022,2,21:40,20:35,Hyderabad,Jaipur,22h 55m,E,1 stop,6111,20220106-1635,6420.666666666667,5741
GoFirst,19,1,2022,2,10:35,12:40,Hyderabad,Jaipur,2h 05m,E,direct,6127,20220106-1635,6420.666666666667,5741
IndiGo,19,1,2022,2,11:35,13:45,Hyderabad,Jaipur,2h 10m,E,direct,6132,20220106-1635,6420.666666666667,5741
IndiGo,19,1,2022,2,21:55,02:35,Hyderabad,Jaipur,4h 40m,E,1 stop,6133,20220106-1635,6420.666666666667,5741
IndiGo,19,1,2022,2,13:35,19:00,Hyderabad,Jaipur,5h 25m,E,1 stop,6282,20220106-1635,6420.666666666667,5741
IndiGo,19,1,2022,2,13:35,19:20,Hyderabad,Jaipur,5h 45m,E,1 stop,6342,20220106-1635,6420.666666666667,5741
IndiGo,19,1,2022,2,17:45,23:30,Hyderabad,Jaipur,5h 45m,E,1 stop,7175,20220106-1635,6420.666666666667,5741
IndiGo,19,1,2022,2,12:00,18:00,Hyderabad,Jaipur,6h 00m,E,1 stop,7581,20220106-1635,6420.666666666667,5741
IndiGo,19,1,2022,2,18:15,00:25,Hyderabad,Jaipur,6h 10m,E,1 stop,8132,20220106-1635,6420.666666666667,5741
IndiGo,19,1,2022,2,07:00,13:50,Hyderabad,Jaipur,6h 50m,E,1 stop,5741,20220106-1635,6420.666666666667,5741
IndiGo,19,1,2022,2,15:55,22:50,Hyderabad,Jaipur,6h 55m,E,1 stop,6111,20220106-1635,6420.666666666667,5741
IndiGo,19,1,2022,2,17:15,00:25,Hyderabad,Jaipur,7h 10m,E,1 stop,6127,20220106-1635,6420.666666666667,5741
IndiGo,19,1,2022,2,10:45,18:30,Hyderabad,Jaipur,7h 45m,E,1 stop,6132,20220106-1635,6420.666666666667,5741
IndiGo,19,1,2022,2,05:45,13:40,Hyderabad,Jaipur,7h 55m,E,1 stop,6133,20220106-1635,6420.666666666667,5741
